Name,Property_Title,Price,Location,Total_Area,Price_per_SQFT,Baths,Balcony
Shibrampur MahheshtalaKolkata,3 BHK Independent House for sale in Mahheshtala Kolkata,60.0 L,Shibrampur MahheshtalaKolkata,1000,6000,3,No
India Greenland the Eco Village,2 BHK Villa for sale in Makrampur Kolkata,50.0 L,Makrampur Kolkata,1550,3230,3,Yes
Parthpur NatagarhKolkata,2 BHK Independent House for sale in Natagarh Kolkata,22.0 L,Parthpur NatagarhKolkata,800,2750,3,No
Parnasree BehalaKolkata,6 BHK Independent House for sale in Behala Kolkata,1.1 Cr,Parnasree BehalaKolkata,1440,7640,3,Yes
Diamond Harbour Kolkata,3 BHK Flat for sale in Diamond Harbour Kolkata,55.0 L,Diamond Harbour Kolkata,970,5670,3,Yes
Ward 18 MadhyamgramKolkata,1 RK Independent House for sale in Madhyamgram Kolkata,1.2 Cr,Ward 18 MadhyamgramKolkata,15000,800000,5,Yes
Lake Market KalighatKolkata,1 RK Flat for sale in Kalighat Kolkata,18.0 L,Lake Market KalighatKolkata,500,3600,2,No
Amarabati SodepurKolkata,2 BHK Independent House for sale in Sodepur Kolkata,40.0 L,Amarabati SodepurKolkata,1200,3330,3,No
 Moor Avenue,2 BHK Flat for sale in Ashok Nagar Kolkata,40.0 L,Vivekananda Nagar Ashok NagarKolkata,740,5410,2,Yes
Malancha Mahi Nagar Kolkata,2 BHK Flat for sale in Malancha Mahi Nagar Kolkata,27.0 L,Malancha Mahi Nagar Kolkata,910,2970,3,Yes
Nishchintapur Budge BudgeKolkata,7 BHK Villa for sale in Budge Budge Kolkata,3.3 Cr,Nishchintapur Budge BudgeKolkata,3800,8680,6,Yes
Building haridebpurHaridevpur Paschim PutiaryKolkata,4 BHK Independent House for sale in Paschim Putiary Kolkata,1.2 Cr,Building haridebpurHaridevpur Paschim PutiaryKolkata,2000,6000,4,Yes
Madhyamgram Kolkata,6 BHK Independent House for sale in Madhyamgram Kolkata,75.0 L,Madhyamgram Kolkata,5760,1300,5,Yes
Sugam ParkRamchandrapur NarendrapurKolkata,1 BHK Flat for sale in Narendrapur Kolkata,24.0 L,Sugam ParkRamchandrapur NarendrapurKolkata,546,4390,2,No
Jole Doba Para KhardahKolkata,9 BHK Independent House for sale in Khardah Kolkata,2.55 Cr,Jole Doba Para KhardahKolkata,6500,3920,2,Yes
Ramnagar MahheshtalaKolkata,5 BHK Independent House for sale in Mahheshtala Kolkata,75.0 L,Ramnagar MahheshtalaKolkata,4200,1780,5,Yes
Arjun enclave Alipore Kolkata,3 BHK Flat for sale in Alipore Kolkata,7.5 Cr,Arjun enclave Alipore Kolkata,4450,16850,5,Yes
Shapoorji Pallonji Bengal Shapoorji Shukhobrishti Sparsh,1 RK Flat for sale in Rajarhat Kolkata,23.0 L,Hatiara RajarhatKolkata,460,5000,2,Yes
S E Utalika Effieciency And Comfort,2 BHK Flat for sale in Mukundapur Kolkata,70.0 L,Nitai Nagar MukundapurKolkata,764,9160,2,Yes
Golf Green Kolkata,9 BHK Independent House for sale in Golf Green Kolkata,11.0 Cr,Golf Green Kolkata,5000,22000,5,Yes
Srijan Star Swapno Puron,3 BHK Flat for sale in Amtala Kolkata,28.0 L,Amtala Kolkata,704,3980,2,No
Subhasgram Kolkata,3 BHK Independent House for sale in Subhasgram Kolkata,90.0 L,Subhasgram Kolkata,12000,750000,4,Yes
Ganga Awas (Spa Villa),3 BHK Flat for sale in Roychak Kolkata,36.0 L,Roychak Kolkata,980,3670,3,Yes
Bhawani Apartment,1 BHK Flat for sale in Sodepur Kolkata,21.0 L,Amarabati SodepurKolkata,765,2750,2,Yes
Srijan Star Swapno Puron,2 BHK Flat for sale in Amtala Kolkata,22.0 L,Amtala Kolkata,541,4070,2,Yes
CMDA ComplexSanjib Pally BehalaKolkata,3 BHK Flat for sale in Behala Kolkata,2.5 Cr,CMDA ComplexSanjib Pally BehalaKolkata,1540,16230,3,No
Hiland River,3 BHK Flat for sale in Mahheshtala Kolkata,85.0 L,Pal Para MahheshtalaKolkata,1950,4360,3,Yes
Radha devi Hanspukuria Kolkata,2 BHK Flat for sale in Hanspukuria Kolkata,13.0 L,Radha devi Hanspukuria Kolkata,500,2600,2,Yes
Habra Kolkata,1 BHK Independent House for sale in Habra Kolkata,22.0 L,Habra Kolkata,3600,611000,1,Yes
PK RESIDENCYSP Paul Pally AriadahaKolkata,3 BHK Flat for sale in Ariadaha Kolkata,30.0 L,PK RESIDENCYSP Paul Pally AriadahaKolkata,1100,2730,3,Yes
Rabindrapally BramhapurKolkata,8 BHK Independent House for sale in Bramhapur Kolkata,1.5 Cr,Rabindrapally BramhapurKolkata,7000,2140,1,Yes
Sakher Bazar Purba BarishaKolkata,3 BHK Flat for sale in Purba Barisha Kolkata,37.0 L,Sakher Bazar Purba BarishaKolkata,1000,3700,3,No
Greater Bakul Bithi ThakurpukurKolkata,2 BHK Flat for sale in Thakurpukur Kolkata,38.0 L,Greater Bakul Bithi ThakurpukurKolkata,965,3940,3,No
Ramkrishnanagar NabapallyKolkata,4 BHK Independent House for sale in Nabapally Kolkata,1.2 Cr,Ramkrishnanagar NabapallyKolkata,1079,11120,3,No
Chinar Park Kolkata,2.5 BHK Independent House for sale in Chinar Park Kolkata,1.9 Cr,Chinar Park Kolkata,1000,19000,3,No
Bansdroni Park Ward No 113Kolkata,3 BHK Independent House for sale in Ward No 113 Kolkata,85.0 L,Bansdroni Park Ward No 113Kolkata,1440,5900,3,No
Emboss aaloy HarinaviKolkata,3 BHK Independent House for sale in Harinavi Kolkata,45.0 L,Emboss aaloy HarinaviKolkata,1800,2500,3,Yes
SGIL Gardenia,2 BHK Flat for sale in Narendrapur Kolkata,60.0 L,Narendrapur Kolkata,882,6800,3,No
MBPS Waterview,3 BHK Flat for sale in Malancha Mahi Nagar Kolkata,40.0 L,Malancha Mahi Nagar Kolkata,1016,3940,3,No
Jagannathgarh MahheshtalaKolkata,7 BHK Independent House for sale in Mahheshtala Kolkata,50.0 L,Jagannathgarh MahheshtalaKolkata,2880,1740,4,Yes
Ghola AgarparaKolkata,3 BHK Independent House for sale in Agarpara Kolkata,2.0 Cr,Ghola AgarparaKolkata,3500,5710,3,Yes
Pal Para MahheshtalaKolkata,4 BHK Independent House for sale in Mahheshtala Kolkata,80.0 L,Pal Para MahheshtalaKolkata,2160,3700,4,Yes
Bisharpara BiratiKolkata,7 BHK Independent House for sale in Birati Kolkata,1.0 Cr,Bisharpara BiratiKolkata,2200,4540,4,Yes
Taltala Kolkata,4 BHK Independent House for sale in Taltala Kolkata,4.0 Cr,Taltala Kolkata,3000,13330,2,Yes
Suryalaya,2 BHK Flat for sale in Amtala Kolkata,66.0 L,Amtala Kolkata,900,7330,3,No
Rabindrapally BramhapurKolkata,3 BHK Independent House for sale in Bramhapur Kolkata,75.0 L,Rabindrapally BramhapurKolkata,1440,5210,3,No
Panchanan Tala BehalaKolkata,6 BHK Independent House for sale in Behala Kolkata,1.3 Cr,Panchanan Tala BehalaKolkata,1330,9770,3,Yes
Kalashima nata gramChandpara Kolkata,2 BHK Independent House for sale in Chandpara Kolkata,28.0 L,Kalashima nata gramChandpara Kolkata,5100,549000,5,Yes
Sagarika,1 BHK Flat for sale in Kasba Kolkata,42.0 L,Rajdanga Gardens KasbaKolkata,750,5600,2,No
Near Solitaire 20Entally Kolkata,1 RK Flat for sale in Entally Kolkata,25.0 L,Near Solitaire 20Entally Kolkata,350,7140,1,Yes
Basunagar MadhyamgramKolkata,5 BHK Independent House for sale in Madhyamgram Kolkata,2.0 Cr,Basunagar MadhyamgramKolkata,2550,7840,4,Yes
Surir Bagan UltadangaKolkata,6 BHK Independent House for sale in Ultadanga Kolkata,90.0 L,Surir Bagan UltadangaKolkata,2300,3910,4,Yes
Bisharpara BiratiKolkata,2 BHK Independent House for sale in Birati Kolkata,1.5 Cr,Bisharpara BiratiKolkata,1500,10000,3,No
Khidirpur Kolkata,2 BHK Flat for sale in Khidirpur Kolkata,48.0 L,Khidirpur Kolkata,752,6380,2,No
Defence Park MahheshtalaKolkata,4 BHK Independent House for sale in Mahheshtala Kolkata,65.0 L,Defence Park MahheshtalaKolkata,1600,4060,3,No
Bantala Kolkata,3.5 BHK Villa for sale in Bantala Kolkata,70.0 L,Bantala Kolkata,2200,3180,4,Yes
Deepshikha Appartment Purba Sinthi South Dum DumKolkata,1 RK Flat for sale in South Dum Dum Kolkata,11.7 L,Deepshikha Appartment Purba Sinthi South Dum DumKolkata,530,2210,2,Yes
Rajbari Dum DumKolkata,9 BHK Villa for sale in Dum Dum Kolkata,2.25 Cr,Rajbari Dum DumKolkata,2700,8330,4,Yes
Bakultala BehalaKolkata,4 BHK Villa for sale in Behala Kolkata,1.3 Cr,Bakultala BehalaKolkata,2200,5910,4,Yes
Chkravartipara BarasatKolkata,6 BHK Independent House for sale in Barasat Kolkata,1.25 Cr,Chkravartipara BarasatKolkata,4000,3130,6,Yes
Bagmari Kolkata,1 BHK Independent House for sale in Bagmari Kolkata,20.0 L,Bagmari Kolkata,550,3640,2,No
Madhyamgram Kolkata,7 BHK Independent House for sale in Madhyamgram Kolkata,90.0 L,Madhyamgram Kolkata,2159,4170,4,Yes
Raghunathpur Kolkata,2 BHK Independent House for sale in Raghunathpur Kolkata,35.0 L,Raghunathpur Kolkata,2800,1250,4,Yes
Rajendra Prasad Colony TollygungeKolkata,10 BHK Independent House for sale in Tollygunge Kolkata,4.25 Cr,Rajendra Prasad Colony TollygungeKolkata,2879,14760,4,Yes
Sahapur New AliporeKolkata,4 BHK Independent House for sale in New Alipore Kolkata,1.11 Cr,Sahapur New AliporeKolkata,1800,6170,3,Yes
Regent Court IIRaghunathpur Kolkata,3 BHK Flat for sale in Raghunathpur Kolkata,1.0 Cr,Regent Court IIRaghunathpur Kolkata,1305,7660,3,Yes
Sunrise junction baruipurNatunpara BaruipurKolkata,2 BHK Flat for sale in Baruipur Kolkata,15.0 L,Sunrise junction baruipurNatunpara BaruipurKolkata,650,2310,2,Yes
Chowhati RajpurKolkata,1 BHK Independent House for sale in Rajpur Kolkata,40.0 L,Chowhati RajpurKolkata,1800,2220,3,Yes
Bisharpara BiratiKolkata,4 BHK Independent House for sale in Birati Kolkata,1.0 Cr,Bisharpara BiratiKolkata,2000,5000,3,Yes
Atghara NayabadKolkata,2 BHK Independent House for sale in Nayabad Kolkata,2.8 Cr,Atghara NayabadKolkata,2500,11200,4,Yes
Sikdar Para BehalaKolkata,8 BHK Independent House for sale in Behala Kolkata,1.7 Cr,Sikdar Para BehalaKolkata,2500,6800,4,Yes
Danga NatunhatKolkata,5 BHK Independent House for sale in Natunhat Kolkata,45.0 L,Danga NatunhatKolkata,1500,3000,3,Yes
Joyshree BaranagarKolkata,5 BHK Independent House for sale in Baranagar Kolkata,4.5 Cr,Joyshree BaranagarKolkata,2255,19950,4,Yes
Chinar Park Kolkata,7 BHK Independent House for sale in Chinar Park Kolkata,2.1 Cr,Chinar Park Kolkata,2800,7500,4,Yes
Dhoot Pratham,4 BHK Flat for sale in Ariadaha Kolkata,1.5 Cr,Nehaboot Nagar AriadahaKolkata,1840,8150,3,Yes
School road East RajapurAdipally SantoshpurKolkata,1 BHK Flat for sale in Santoshpur Kolkata,22.0 L,School road East RajapurAdipally SantoshpurKolkata,475,4630,2,No
Ramchandrapur NarendrapurKolkata,2 BHK Independent House for sale in Narendrapur Kolkata,32.0 L,Ramchandrapur NarendrapurKolkata,400,8000,2,No
Krishna SyerSP Paul Pally AriadahaKolkata,1 BHK Flat for sale in Ariadaha Kolkata,15.0 L,Krishna SyerSP Paul Pally AriadahaKolkata,605,2480,2,No
Purbasan ThakurpukurKolkata,4 BHK Independent House for sale in Thakurpukur Kolkata,90.0 L,Purbasan ThakurpukurKolkata,1500,6000,3,Yes
Siddha Xanadu Studio,1 RK Flat for sale in Rajarhat Kolkata,38.0 L,Gopalpur Gram RajarhatKolkata,650,5850,2,No
Chowhati RajpurKolkata,2 BHK Independent House for sale in Rajpur Kolkata,50.0 L,Chowhati RajpurKolkata,2250,2220,4,Yes
Srijan Greenfield City Classic,3 BHK Flat for sale in Mahheshtala Kolkata,55.0 L,Behala Mauza MahheshtalaKolkata,1100,5000,3,Yes
Shapoorji Pallonji Shukhobrishti Complex,1 BHK Flat for sale in New Town Kolkata,18.0 L,Action Area III New TownKolkata,450,4000,2,Yes
Shobhabazar Kolkata,6 BHK Independent House for sale in Shobhabazar Kolkata,3.5 Cr,Shobhabazar Kolkata,3600,9720,1,Yes
Barasat Kolkata,6 BHK Independent House for sale in Barasat Kolkata,80.0 L,Barasat Kolkata,2070,3860,4,Yes
85 Sarsuna Main Road,2 BHK Independent House for sale in Sarsuna Kolkata,22.0 L,Chatterjee Para SarsunaKolkata,900,2440,3,Yes
Fortune township Kazipara Kolkata,3 BHK Flat for sale in Kazipara Kolkata,41.0 L,Fortune township Kazipara Kolkata,1196,3430,3,Yes
Mondal Para BhatparaKolkata,4 BHK Independent House for sale in Bhatpara Kolkata,39.0 L,Mondal Para BhatparaKolkata,1500,2600,3,No
Kamal Chaya complex Natunpara BaruipurKolkata,3 BHK Flat for sale in Baruipur Kolkata,42.0 L,Kamal Chaya complex Natunpara BaruipurKolkata,1000,4200,3,Yes
Parthpur NatagarhKolkata,3 BHK Independent House for sale in Natagarh Kolkata,50.0 L,Parthpur NatagarhKolkata,1164,4290,3,Yes
Jain Dream World CityBardhanpalli JokaKolkata,1 BHK Flat for sale in Joka Kolkata,18.0 L,Jain Dream World CityBardhanpalli JokaKolkata,560,3210,2,Yes
Metiabruz Kolkata,3 BHK Independent House for sale in Metiabruz Kolkata,40.0 L,Metiabruz Kolkata,726,5510,2,No
Eden City Maheshtala,3 BHK Flat for sale in Mahheshtala Kolkata,40.0 L,Parbangla MahheshtalaKolkata,1570,2550,3,No
Teghoria Kolkata,2 BHK Flat for sale in Teghoria Kolkata,23.0 L,Teghoria Kolkata,696,3300,2,Yes
Sector 2 VIP NagarKolkata,5 BHK Independent House for sale in VIP Nagar Kolkata,2.5 Cr,Sector 2 VIP NagarKolkata,4000,6250,5,Yes
Kumartuli ShobhabazarKolkata,4 BHK Independent House for sale in Shobhabazar Kolkata,70.0 L,Kumartuli ShobhabazarKolkata,540,12960,2,Yes
Habra Kolkata,5 BHK Independent House for sale in Habra Kolkata,70.0 L,Habra Kolkata,2000,3500,1,Yes
Location JetiaHalisahar Station Road HalisaharKolkata,4 BHK Independent House for sale in Halisahar Kolkata,1.3 Cr,Location JetiaHalisahar Station Road HalisaharKolkata,3500,3710,6,Yes
Mayfair Palms,2 BHK Flat for sale in Malancha Mahi Nagar Kolkata,32.0 L,Malancha Mahi Nagar Kolkata,845,3790,3,Yes
Shrachi Village,1 RK Flat for sale in Madhyamgram Kolkata,18.0 L,Basunagar MadhyamgramKolkata,452,3980,2,No
Nangi MahheshtalaKolkata,5 BHK Independent House for sale in Mahheshtala Kolkata,1.75 Cr,Nangi MahheshtalaKolkata,2988,5860,4,Yes
Rai CharanGobra Kolkata,1 RK Flat for sale in Gobra Kolkata,12.0 L,Rai CharanGobra Kolkata,350,3430,1,No
Riya Gitanjali,2 BHK Flat for sale in Ruiya Kolkata,28.0 L,Ruiya Kolkata,731,3830,2,Yes
BGA Amrita Abashan 2,1 BHK Flat for sale in Arapanch Kolkata,8.9 L,Arapanch Kolkata,466,1910,2,Yes
Mayfair Palms,2 BHK Flat for sale in Malancha Mahi Nagar Kolkata,32.0 L,Malancha Mahi Nagar Kolkata,845,3790,3,No
Lal BariBeliaghata Kolkata,3 BHK Flat for sale in Beliaghata Kolkata,1.1 Cr,Lal BariBeliaghata Kolkata,1300,8460,3,Yes
Riya Gitanjali,2 BHK Flat for sale in Ruiya Kolkata,35.0 L,Ruiya Kolkata,821,4260,3,No
PanchanogramUttar Gauripur Kolkata,3 BHK Flat for sale in Uttar Gauripur Kolkata,30.0 L,PanchanogramUttar Gauripur Kolkata,1100,2730,3,No
Block A Bangur AvenueKolkata,1 BHK Flat for sale in Bangur Avenue Kolkata,32.0 L,Block A Bangur AvenueKolkata,499,6410,2,No
Riya Gitanjali Sewli Telinipara Kolkata,2 BHK Flat for sale in Sewli Telinipara Kolkata,35.0 L,Riya Gitanjali Sewli Telinipara Kolkata,821,4260,3,No
ATTASEE APRTMENTSKalikapur Kolkata,3 BHK Flat for sale in Kalikapur Kolkata,65.0 L,ATTASEE APRTMENTSKalikapur Kolkata,1068,6090,3,Yes
Sonarpur Kolkata,9 BHK Independent House for sale in Sonarpur Kolkata,1.8 Cr,Sonarpur Kolkata,5200,3460,5,Yes
Kedar bhavanBeliaghata Kolkata,3 BHK Flat for sale in Beliaghata Kolkata,1.3 Cr,Kedar bhavanBeliaghata Kolkata,1906,6820,3,Yes
Purba Putiary Kolkata,4 BHK Independent House for sale in Purba Putiary Kolkata,42.0 L,Purba Putiary Kolkata,1500,2800,3,No
Magnolia Prestige,2 BHK Flat for sale in Basina Kolkata,28.0 L,Basina Kolkata,967,2900,3,Yes
Merlin Elita Garden Vista,3 BHK Flat for sale in New Town Kolkata,1.1 Cr,Action Area III New TownKolkata,1810,6080,3,Yes
Noapara BarasatKolkata,3 BHK Villa for sale in Barasat Kolkata,12.0 Cr,Noapara BarasatKolkata,1000,1200,3,No
Purbasa BramhapurKolkata,2 BHK Independent House for sale in Bramhapur Kolkata,1.5 Cr,Purbasa BramhapurKolkata,960,15630,3,Yes
Srijan Star Swapno Puron,2 BHK Flat for sale in Amtala Kolkata,29.0 L,Amtala Kolkata,677,4280,2,No
Purbasa BramhapurKolkata,2 BHK Independent House for sale in Bramhapur Kolkata,1.1 Cr,Purbasa BramhapurKolkata,960,11460,3,Yes
Diamond City,4 BHK Flat for sale in Bhatpara Kolkata,2.5 Cr,Bhatpara Kolkata,3266,7650,3,Yes
JagatipotaKalikapur Kolkata,2 BHK Flat for sale in Kalikapur Kolkata,15.0 L,JagatipotaKalikapur Kolkata,500,3000,2,Yes
Dhoot Pratham,4 BHK Flat for sale in Ariadaha Kolkata,1.5 Cr,Nehaboot Nagar AriadahaKolkata,1840,8150,3,Yes
Jagannathpur MahheshtalaKolkata,5 BHK Independent House for sale in Mahheshtala Kolkata,90.0 L,Jagannathpur MahheshtalaKolkata,2000,4500,6,Yes
Siddha Happyville,3 BHK Flat for sale in Rajarhat Kolkata,90.0 L,Jagadishpur RajarhatKolkata,1270,7090,3,No
Sourya ToranRamkrishnanagar NabapallyKolkata,3 BHK Flat for sale in Nabapally Kolkata,41.46 L,Sourya ToranRamkrishnanagar NabapallyKolkata,1091,3800,3,Yes
Authpur BhatparaKolkata,7 BHK Independent House for sale in Bhatpara Kolkata,80.0 L,Authpur BhatparaKolkata,1440,5550,3,Yes
Ichapur Bidhanpally IchapurKolkata,6 BHK Independent House for sale in Ichapur Kolkata,70.0 L,Ichapur Bidhanpally IchapurKolkata,2000,3500,5,Yes
Hariharpur Kolkata,2 BHK Independent House for sale in Hariharpur Kolkata,22.0 L,Hariharpur Kolkata,2722,808000,4,Yes
Siddha Town,3 BHK Flat for sale in Talbanda Kolkata,60.0 L,Talbanda Kolkata,1325,4530,3,No
Kumartuli ShobhabazarKolkata,1 BHK Independent House for sale in Shobhabazar Kolkata,57.0 L,Kumartuli ShobhabazarKolkata,540,10550,2,No
Tapoban Abasan,1 BHK Flat for sale in Hussainpur Kolkata,25.0 L,Madurdaha HussainpurKolkata,510,4900,2,Yes
Spotlight Rainbow Phase II,1 BHK Flat for sale in Madhyamgram Kolkata,14.0 L,Vivekananda Nagar MadhyamgramKolkata,326,4290,1,Yes
Haridevpur Paschim PutiaryKolkata,4 BHK Independent House for sale in Paschim Putiary Kolkata,1.5 Cr,Haridevpur Paschim PutiaryKolkata,2500,6000,4,Yes
Beliaghata Kolkata,2 BHK Independent House for sale in Beliaghata Kolkata,1.7 Cr,Beliaghata Kolkata,2000,8500,4,Yes
SonarpurMilan Pally Kolkata,5 BHK Independent House for sale in Milan Pally Kolkata,60.0 L,SonarpurMilan Pally Kolkata,1500,4000,3,No
Sonartori Apartment,4 BHK Flat for sale in Dum Dum Kolkata,80.0 L,Rajbari Dum DumKolkata,1500,5330,3,Yes
Shrachi Dakhinatya,2 BHK Flat for sale in Baruipur P Kolkata,24.5 L,Baruipur P Kolkata,725,3380,2,Yes
Haridevpur Paschim PutiaryKolkata,3 BHK Independent House for sale in Paschim Putiary Kolkata,85.0 L,Haridevpur Paschim PutiaryKolkata,1255,6770,3,Yes
Magnolia Oxygen,2 BHK Flat for sale in Rajarhat Kolkata,39.9 L,Rajarhat Kolkata,992,4020,3,No
Bandhabnagar South Dum DumKolkata,5 BHK Independent House for sale in South Dum Dum Kolkata,1.0 Cr,Bandhabnagar South Dum DumKolkata,2030,4930,4,Yes
Kendriya Vihar 2 Pratiraksha Nagar BiratiKolkata,4 BHK Flat for sale in Birati Kolkata,85.0 L,Kendriya Vihar 2 Pratiraksha Nagar BiratiKolkata,1760,4830,3,Yes
Daspara UltadangaKolkata,1 BHK Flat for sale in Ultadanga Kolkata,60.0 L,Daspara UltadangaKolkata,700,8570,2,Yes
Basirhat Kolkata,1 BHK Independent House for sale in Basirhat Kolkata,40.0 L,Basirhat Kolkata,1100,3640,3,Yes
Aspirations Harmony,3 BHK Flat for sale in Rajarhat Kolkata,45.0 L,Gopalpur Gram RajarhatKolkata,1179,3820,3,No
Barasat Kolkata,5 BHK Independent House for sale in Barasat Kolkata,1.25 Cr,Barasat Kolkata,1980,6310,3,Yes
Bengal Abasan Urban Sabujayan,3 BHK Flat for sale in Jagatipota Kolkata,80.0 L,Jagatipota Kolkata,1256,6370,3,No
Purbasan ThakurpukurKolkata,6 BHK Independent House for sale in Thakurpukur Kolkata,2.5 Cr,Purbasan ThakurpukurKolkata,5000,5000,5,Yes
Chowhati RajpurKolkata,2 BHK Independent House for sale in Rajpur Kolkata,90.0 L,Chowhati RajpurKolkata,1000,9000,3,No
Noapara BarasatKolkata,2 BHK Villa for sale in Barasat Kolkata,1.1 Cr,Noapara BarasatKolkata,1250,8800,3,Yes
Narayani Apartment,1 BHK Flat for sale in Baruipur Kolkata,17.0 L,Natunpara BaruipurKolkata,500,3400,2,Yes
ShivashishJodhpur Park Kolkata,2 BHK Flat for sale in Jodhpur Park Kolkata,1.0 Cr,ShivashishJodhpur Park Kolkata,950,10530,3,No
35a Dr nagen gosh laneDhakuria Kolkata,1 BHK Flat for sale in Dhakuria Kolkata,35.0 L,35a Dr nagen gosh laneDhakuria Kolkata,500,7000,2,No
Fortune Township,3 BHK Flat for sale in Barasat Kolkata,47.0 L,Barasat Kolkata,1313,3580,3,Yes
Riya Gitanjali,2 BHK Flat for sale in Ruiya Kolkata,26.0 L,Ruiya Kolkata,822,3160,3,Yes
Simoco Sanhita,3 BHK Flat for sale in Saduli Kolkata,35.0 L,Saduli Kolkata,916,3820,3,Yes
Srijan Star Swapno Puron,2 BHK Flat for sale in Amtala Kolkata,35.5 L,Amtala Kolkata,670,5300,2,Yes
Sohini VillaBonhooghly on BT Road DunlopKolkata,1 BHK Flat for sale in Dunlop Kolkata,21.0 L,Sohini VillaBonhooghly on BT Road DunlopKolkata,588,3570,2,No
Harinavi Kolkata,5 BHK Independent House for sale in Harinavi Kolkata,70.0 L,Harinavi Kolkata,6300,1110,4,Yes
Behala Mauza MahheshtalaKolkata,4 BHK Independent House for sale in Mahheshtala Kolkata,1.6 Cr,Behala Mauza MahheshtalaKolkata,3000,5330,5,Yes
Baghbazar Kolkata,5 BHK Independent House for sale in Baghbazar Kolkata,2.0 Cr,Baghbazar Kolkata,1439,13900,3,No
Simoco Sanhita Housing Complex Precinct 8,3 BHK Flat for sale in Saduli Kolkata,32.0 L,Saduli Kolkata,915,3500,3,Yes
Sukhmani Imperia,3 BHK Flat for sale in Diamond Harbour Kolkata,1.9 Cr,Diamond Harbour Kolkata,1881,10100,3,Yes
Malancha Baranagar Kolkata,2 BHK Flat for sale in Baranagar Kolkata,30.0 L,Malancha Baranagar Kolkata,740,4050,2,No
Paschim Chowbaga Kolkata,2 BHK Flat for sale in Paschim Chowbaga Kolkata,17.5 L,Paschim Chowbaga Kolkata,550,3180,2,No
Swapna Neer,2 BHK Flat for sale in Diamond Harbour Kolkata,32.0 L,Diamond Harbour Kolkata,790,4050,2,No
Realtech Nirman Fortune Square,1 RK Flat for sale in Rajarhat Kolkata,33.0 L,Sukanta Pally RajarhatKolkata,655,5040,2,No
Barasat Kolkata,2 BHK Independent House for sale in Barasat Kolkata,1.5 Cr,Barasat Kolkata,2160,6940,4,Yes
Simoco Sanhita Housing Complex At Satuli Precinct 2,3 BHK Flat for sale in Saduli Kolkata,40.0 L,Saduli Kolkata,916,4370,3,Yes
